"Ticker"
"COGN3"
"PETR4"
"HAPV3"
"B3SA3"
"BBDC4"
"VALE3"
"MGLU3"
"ABEV3"
"BRAV3"
"CSAN3"
"ITSA4"
"ITUB4"
"CVCB3"
"GOAU4"
"PETR3"
"BBAS3"
"LREN3"
"PCAR3"
"PRIO3"
"MRVE3"
"CPLE6"
"BEEF3"
"USIM5"
"CMIG4"
"ASAI3"
"RAIZ4"
"AZUL4"
"CRFB3"
"CSNA3"
"ANIM3"
"GGBR4"
"POMO4"
"RADL3"
"RAIL3"
"LWSA3"
"BBDC3"
"NTCO3"
"VBBR3"
"CCRO3"
"BPAC11"
"VAMO3"
"SUZB3"
"CMIN3"
"RENT3"
"CBAV3"
"EQTL3"
"GFSA3"
"WEGE3"
"BHIA3"
"BBSE3"
"BRAP4"
"ECOR3"
"JBSS3"
"CPLE3"
"AMOB3"
"ENEV3"
"OIBR3"
"BRFS3"
"IFCM3"
"HBSA3"
"ELET3"
"RDOR3"
"PETZ3"
"TIMS3"
"UGPA3"
"SIMH3"
"EMBR3"
"MRFG3"
"DXCO3"
"CYRE3"
"BRKM5"
"KLBN11"
"AZEV4"
"MOVI3"
"YDUQ3"
"MULT3"
"STBP3"
"AURE3"
"AMER3"
"RECV3"
"CXSE3"
"GMAT3"
"ALOS3"
"JHSF3"
"INTB3"
"SRNA3"
"QUAL3"
"LJQQ3"
"PMAM3"
"SMFT3"
"ISAE4"
"CURY3"
"CEAB3"
"TOTS3"
"TEND3"
"ENGI11"
"ALPA4"
"SBSP3"
"VIVA3"
"RAPT4"
"AZEV3"
"ARML3"
"AZZA3"
"ONCO3"
"FLRY3"
"CAML3"
"HYPE3"
"IGTI11"
"IGTI11"
"SLCE3"
"RCSL4"
"GGPS3"
"ELET6"
"EZTC3"
"KLBN4"
"VVEO3"
"GOLL4"
"PSSA3"
"GRND3"
"VIVT3"
"SANB11"
"CSMG3"
"TAEE11"
"EGIE3"
"GUAR3"
"CPFE3"
"POSI3"
"DIRR3"
"SAPR4"
"SMTO3"
"KEPL3"
"MLAS3"
"SEER3"
"LAVV3"
"HBOR3"
"LIGT3"
"BRSR6"
"MYPK3"
"SBFG3"
"BPAN4"
"IRBR3"
"PGMN3"
"AGXY3"
"BMGB4"
"ODPV3"
"NEOE3"
"OPCT3"
"EVEN3"
"TTEN3"
"ALUP11"
"MTRE3"
"TUPY3"
"ENJU3"
"SOJA3"
"JSLG3"
"SAPR11"
"FESA4"
"RCSL3"
"CASH3"
"MILS3"
"PLPL3"
"VULC3"
"SHUL4"
"HBRE3"
"ITUB3"
"TFCO4"
"RANI3"
"ZAMP3"
"PORT3"
"POMO3"
"PDGR3"
"ORVR3"
"MDNE3"
"TRIS3"
"SYNE3"
"JALL3"
"ABCB4"
"MELK3"
"MDIA3"
"FIQE3"
"DASA3"
"VLID3"
"KLBN3"
"PFRM3"
"AERI3"
"CSED3"
"LEVE3"
"SEQL3"
"PRNR3"
"AMAR3"
"BLAU3"
"WIZC3"
"VTRU3"
"MEAL3"
"BMOB3"
"PTBL3"
"BRBI11"
"LOGG3"
"USIM3"
"TGMA3"
"ESPA3"
"PNVL3"
"DESK3"
"MATD3"
"TASA4"
"TAEE4"
"DMVF3"
"LUPA3"
"FRAS3"
"VITT3"
"AGRO3"
"AALR3"
"PINE4"
"BRST3"
"ELMD3"
"ITSA3"
"SAPR3"
"UNIP6"
"TRAD3"
"RNEW4"
"CMIG3"
"MBLY3"
"IGTI3"
"IGTI3"
"GGBR3"
"DEXP3"
"VIVR3"
"PINE3"
"ROMI3"
"RNEW3"
"SCAR3"
"ALPK3"
"TAEE3"
"ALLD3"
"TECN3"
"UCAS3"
"OIBR4"
"BRAP3"
"AMBP3"
"BOBR4"
"SHOW3"
"SANB4"
"LPSB3"
"SANB3"
"PDTC3"
"BRKM3"
"DASA11"
"BPAC3"
"INEP3"
"ETER3"
"LAND3"
"FICT3"
"CSUD3"
