"Ticker"
"TCSA3"
"GOAU3"
"BPAC5"
"CAMB3"
"RNEW11"
"LVTC3"
"INEP4"
"DEXP4"
"ALUP4"
"RAPT3"
"LOGN3"
"TASA3"
"NGRD3"
"ALPA3"
"BEES3"
"TELB4"
"RSID3"
"ENGI4"
"DOTZ3"
"TPIS3"
"WHRL4"
"BMEB4"
"AVLL3"
"BRSR3"
"PTNT4"
"UNIP3"
"BSLI3"
"EUCA4"
"BIOM3"
"FHER3"
"EALT4"
"ALUP3"
"SNSY5"
"ENGI3"
"CEBR3"
"CEBR6"
"ATMP3"
"EMAE4"
"BGIP4"
"HOOT4"
"ATED3"
"BIED3"
"EPAR3"
"HAGA4"
"BAZA3"
"EQPA3"
"MTSA4"
"COCE5"
"RSUL4"
"NUTR3"
"REAG3"
"AZEV11"
"CLSC4"
"VSTE3"
"BSLI4"
"JFEN3"
"PATI3"
"REDE3"
"MNPR3"
"RPAD6"
"KRSA3"
"ISAE3"
"BEES4"
"CGRA4"
"DTCY3"
"OFSA3"
"TELB3"
"WLMM4"
"CEDO4"
"RPMG3"
"AMAR11"
"MOAR3"
"MGEL4"
"WHRL3"
"HAGA3"
"AHEB3"
"PTNT3"
"PPLA11"
"CEBR5"
"CTSA4"
"CRPG5"
"MNDL3"
"EALT3"
"WEST3"
"GEPA4"
"HBTS5"
"RDNI3"
"CEDO3"
"CEGR3"
"NEXP3"
"ESTR4"
"CGAS5"
"ENMT3"
"UNIP5"
"CEEB3"
"BMEB3"
"CTKA4"
"MRSA3B"
"CGRA3"
"FESA3"
"OSXB3"
"EKTR4"
"GPAR3"
"CRPG6"
"BMIN4"
"BRKM6"
"RPAD5"
"BMKS3"
"SNSY3"
"CGAS3"
"CEED3"
"NORD3"
"PSVM11"
"DOHL4"
"CTSA3"
"BRSR5"
"CPLE5"
"TKNO4"
"SOND5"
"LIPR3"
"BGIP3"
"BMIN3"
"BDLL3"
"RPAD3"
"BALM4"
"PEAB3"
"EQPA5"
"MERC4"
"EQPA7"
"CLSC3"
"IGTI4"
"IGTI4"
"GEPA3"
"BNBR3"
"DOHL3"
"HETA4"
"PEAB4"
"WLMM3"
"AFLT3"
"FRIO3"
"COCE3"
"BALM3"
"EUCA3"
"PLAS3"
"BAUH4"
"LUXM4"
"FIEI3"
"MWET4"
"EQMA3B"
"PATI4"
"CLSA3"
"CTKA3"
"ESTR3"
"MRSA5B"
"MRSA6B"
"JOPA3"
"BDLL4"
"AHEB6"
"PINE11"
